"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (Skill level): Skill level 2 ~ medium","2018",68,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (Skill level): Skill level 1 ~ low","2018",11,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","2018",66,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (Skill level): Skill level 2 ~ medium","2018",46,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (Skill level): Skill level 1 ~ low","2018",10,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (ISCO-08): 1. Managers","2018",33,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (ISCO-08): 2. Professionals","2018",23,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (ISCO-08): 3. Technicians and associate professionals","2018",18,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (ISCO-08): 4. Clerical support workers","2018",14,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (ISCO-08): 5. Service and sales workers","2018",12,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2018",12,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (ISCO-08): 7. Craft and related trades workers","2018",13,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2018",14,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (ISCO-08): 9. Elementary occupations","2018",11,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (ISCO-08): 1. Managers","2018",35,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (ISCO-08): 2. Professionals","2018",25,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (ISCO-08): 3. Technicians and associate professionals","2018",19,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (ISCO-08): 4. Clerical support workers","2018",15,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (ISCO-08): 5. Service and sales workers","2018",13,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2018",12,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (ISCO-08): 7. Craft and related trades workers","2018",14,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2018",14,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (ISCO-08): 9. Elementary occupations","2018",11,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (ISCO-08): 1. Managers","2018",28,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (ISCO-08): 2. Professionals","2018",21,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (ISCO-08): 3. Technicians and associate professionals","2018",17,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (ISCO-08): 4. Clerical support workers","2018",13,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (ISCO-08): 5. Service and sales workers","2018",10,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2018",0,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (ISCO-08): 7. Craft and related trades workers","2018",11,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2018",12,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (ISCO-08): 9. Elementary occupations","2018",10,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","2017",71,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (Skill level): Skill level 2 ~ medium","2017",62,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (Skill level): Skill level 1 ~ low","2017",10,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (Skill level): Skill levels 3 and 4 ~ high","2017",76,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (Skill level): Skill level 2 ~ medium","2017",65,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (Skill level): Skill level 1 ~ low","2017",11,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","2017",63,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (Skill level): Skill level 2 ~ medium","2017",45,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (Skill level): Skill level 1 ~ low","2017",9,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (ISCO-08): 1. Managers","2017",31,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (ISCO-08): 2. Professionals","2017",22,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (ISCO-08): 3. Technicians and associate professionals","2017",18,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (ISCO-08): 4. Clerical support workers","2017",13,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (ISCO-08): 5. Service and sales workers","2017",11,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2017",12,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (ISCO-08): 7. Craft and related trades workers","2017",13,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2017",13,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Total","Occupation (ISCO-08): 9. Elementary occupations","2017",10,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (ISCO-08): 1. Managers","2017",33,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (ISCO-08): 2. Professionals","2017",24,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (ISCO-08): 3. Technicians and associate professionals","2017",19,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (ISCO-08): 4. Clerical support workers","2017",14,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (ISCO-08): 5. Service and sales workers","2017",13,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2017",12,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (ISCO-08): 7. Craft and related trades workers","2017",13,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2017",13,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Male","Occupation (ISCO-08): 9. Elementary occupations","2017",11,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (ISCO-08): 1. Managers","2017",26,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (ISCO-08): 2. Professionals","2017",21,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (ISCO-08): 3. Technicians and associate professionals","2017",16,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (ISCO-08): 4. Clerical support workers","2017",12,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (ISCO-08): 5. Service and sales workers","2017",10,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2017",0,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (ISCO-08): 7. Craft and related trades workers","2017",11,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
"Spain","ES - Annual Wage Structure Survey","SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency)","Sex: Female","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2017",12,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: ESP - Euro (EUR)","Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees"
